MatchID,RedAgent,BlueAgent,RedScore,BlueScore,Winner
20250329010147076673,myMCTSV2_rave,myMCTSV2_weighted_rollout,0,3,myMCTSV2_weighted_rollout
20250329010603507212,myMCTSV2_rave,myMCTSV2_weighted_rollout,0,1,myMCTSV2_weighted_rollout
20250329011012144327,myMCTSV2_rave,myMCTSV2_weighted_rollout,0,7,myMCTSV2_weighted_rollout
20250329011428324136,myMCTSV2_rave,myMCTSV2_weighted_rollout,0,7,myMCTSV2_weighted_rollout
20250329012106821076,myMCTSV2_rave,myMCTSV2_weighted_rollout,0,0,DRAW
20250329012816925370,myMCTSV2_rave,myMCTSV2_weighted_rollout,0,6,myMCTSV2_weighted_rollout
20250329013441646714,myMCTSV2_rave,myMCTSV2_weighted_rollout,0,5,myMCTSV2_weighted_rollout
20250329013929998462,myMCTSV2_rave,myMCTSV2_weighted_rollout,0,3,myMCTSV2_weighted_rollout
20250329014607641278,myMCTSV2_rave,myMCTSV2_weighted_rollout,0,9,myMCTSV2_weighted_rollout
20250329015253104814,myMCTSV2_rave,myMCTSV2_weighted_rollout,0,0,DRAW
20250329015927567403,myMCTSV2_rave,myMCTSV2_weighted_rollout,3,0,myMCTSV2_rave
20250329020548109423,myMCTSV2_rave,myMCTSV2_weighted_rollout,0,11,myMCTSV2_weighted_rollout
20250329021235767336,myMCTSV2_rave,myMCTSV2_weighted_rollout,3,0,myMCTSV2_rave
20250329021914314748,myMCTSV2_rave,myMCTSV2_weighted_rollout,0,10,myMCTSV2_weighted_rollout
20250329022534167088,myMCTSV2_rave,myMCTSV2_weighted_rollout,0,12,myMCTSV2_weighted_rollout
20250329023152026180,myMCTSV2_rave,myMCTSV2_weighted_rollout,0,6,myMCTSV2_weighted_rollout
20250329023621822208,myMCTSV2_rave,myMCTSV2_weighted_rollout,0,9,myMCTSV2_weighted_rollout
20250329024300468711,myMCTSV2_rave,myMCTSV2_weighted_rollout,0,6,myMCTSV2_weighted_rollout
20250329025008423096,myMCTSV2_rave,myMCTSV2_weighted_rollout,3,0,myMCTSV2_rave
20250329025702560020,myMCTSV2_rave,myMCTSV2_weighted_rollout,0,10,myMCTSV2_weighted_rollout
